# RA Dec WINGS Cluster SB  eps  pa Mtype Bar weight  z  logsSFR logM Mv BV r200 logM200 D rp
10.1645155 -9.369285 J004039.46-092209.3 A85 21.426000595092773 0.34299999475479126 120.80000305175781 1.7999999523162842 0.0 2.0435354709625244 0.04843999817967415 -12.767993927001953 9.99036979675293 -18.463001251220703 0.8690013885498047 2.0199999809265137 14.994989395141602 1.244757056236267 0.6162163615226746
10.1645155 -9.369285 J004039.46-092209.3 A85 21.426000595092773 0.34299999475479126 120.80000305175781 1.7999999523162842 0.0 2.0435354709625244 0.04843999817967415 -12.767993927001953 9.99036979675293 -18.463001251220703 0.8690013885498047 2.0199999809265137 14.994989395141602 1.244757056236267 0.6162163615226746
10.583163 -9.3551035 J004219.95-092118.6 A85 19.297000885009766 0.16500002145767212 116.9000015258789 -3.9000000953674316 1.0 1.692047357559204 0.05663999915122986 -12.853796005249023 10.650774002075195 -20.186002731323242 0.96600341796875 2.0199999809265137 14.994989395141602 0.5497872233390808 0.27217188477516174
10.301343 -9.34316 J004112.33-092035.6 A85 20.25200080871582 0.31300002336502075 150.8000030517578 -4.0 0.0 1.692047357559204 0.056049998849630356 -12.325998306274414 9.987159729003906 -19.06100082397461 0.9060001373291016 2.0199999809265137 14.994989395141602 0.6730059385299683 0.3331712484359741
10.45673 -9.295426 J004149.62-091743.1 A85 20.04400062561035 0.20899999141693115 52.20000076293945 2.200000047683716 1.0 1.710866928100586 0.05017000064253807 -12.046502113342285 10.61959457397461 -20.29100227355957 0.9210014343261719 2.0199999809265137 14.994989395141602 0.03479400649666786 0.017224755138158798
10.523797 -9.239051 J004205.72-091420.8 A85 20.743999481201172 0.17100000381469727 48.599998474121094 -3.5999999046325684 0.0 2.0435354709625244 0.057089999318122864 -13.285468101501465 9.807195663452148 -18.375 0.7440032958984375 2.0199999809265137 14.994989395141602 0.37353038787841797 0.18491603434085846
10.523797 -9.239051 J004205.72-091420.8 A85 20.743999481201172 0.17100000381469727 48.599998474121094 -3.5999999046325684 0.0 2.0435354709625244 0.057089999318122864 -13.285468101501465 9.807195663452148 -18.375 0.7440032958984375 2.0199999809265137 14.994989395141602 0.37353038787841797 0.18491603434085846
10.418091 -9.171658 J004140.35-091018.2 A85 19.822999954223633 0.18400001525878906 54.900001525878906 -0.5 0.0 1.692047357559204 0.05479000136256218 -11.560648918151855 10.215108871459961 -19.7289981842041 0.8660011291503906 2.0199999809265137 14.994989395141602 0.5736255049705505 0.2839730381965637
10.303777 -9.150096 J004112.89-090900.4 A85 18.448999404907227 0.13200002908706665 99.5999984741211 -4.0 1.0 1.710866928100586 0.0530799999833107 -11.688081741333008 10.996612548828125 -20.836997985839844 0.9879970550537109 2.0199999809265137 14.994989395141602 0.9044011831283569 0.4477233588695526
10.199409 -9.113285 J004047.86-090647.8 A85 20.610000610351562 0.296999990940094 1.7999999523162842 -2.299999952316284 1.0 2.0435354709625244 0.05522000044584274 -9.031333923339844 8.867171287536621 -18.112998962402344 0.5160026550292969 2.0199999809265137 14.994989395141602 1.3308347463607788 0.6588290333747864
10.199409 -9.113285 J004047.86-090647.8 A85 20.610000610351562 0.296999990940094 1.7999999523162842 -2.299999952316284 1.0 2.0435354709625244 0.05522000044584274 -9.031333923339844 8.867171287536621 -18.112998962402344 0.5160026550292969 2.0199999809265137 14.994989395141602 1.3308347463607788 0.6588290333747864
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.605607 -9.106165 J004225.34-090622.1 A85 21.179000854492188 0.43699997663497925 124.19999694824219 -1.2000000476837158 0.0 7.761685848236084 0.05352000147104263 -11.174190521240234 9.540555000305176 -17.972000122070312 0.63800048828125 2.0199999809265137 14.994989395141602 1.0145037174224854 0.5022295713424683
10.3954525 -9.013136 J004134.91-090047.3 A85 19.784000396728516 0.07099997997283936 145.89999389648438 -1.399999976158142 0.0 1.710866928100586 0.058639999479055405 -11.958876609802246 10.7171630859375 -20.39900016784668 0.8689994812011719 2.0199999809265137 14.994989395141602 1.2356963157653809 0.6117308139801025
10.391244 -8.932323 J004133.90-085556.4 A85 19.641000747680664 0.2239999771118164 87.69999694824219 0.6000000238418579 1.0 1.6936722993850708 0.05638999864459038 -13.928901672363281 10.657946586608887 -20.554000854492188 0.9470024108886719 2.0199999809265137 14.994989395141602 1.5688986778259277 0.7766824960708618
10.744403 -8.918203 J004258.66-085505.5 A85 21.0939998626709 0.07999998331069946 103.5999984741211 -0.8999999761581421 0.0 1.8900305032730103 0.059939999133348465 -11.272293090820312 9.708911895751953 -18.92099952697754 0.6949977874755859 2.0199999809265137 14.994989395141602 1.982723355293274 0.9815462231636047
10.07783 -8.882448 J004018.68-085256.8 A85 19.01099967956543 0.2459999918937683 168.1999969482422 2.200000047683716 1.0 1.9762846231460571 0.059780001640319824 -11.936263084411621 11.472156524658203 -21.909000396728516 0.9650020599365234 2.0199999809265137 14.994989395141602 2.3522567749023438 1.1644835472106934
10.278698 -8.7725 J004106.89-084621.0 A85 20.29400062561035 0.15299999713897705 153.39999389648438 -4.599999904632568 0.0 2.386817216873169 0.05745000019669533 -10.395119667053223 10.004996299743652 -18.691003799438477 0.9630012512207031 2.0199999809265137 14.994989395141602 2.3308167457580566 1.15386962890625
10.278698 -8.7725 J004106.89-084621.0 A85 20.29400062561035 0.15299999713897705 153.39999389648438 -4.599999904632568 0.0 2.386817216873169 0.05745000019669533 -10.395119667053223 10.004996299743652 -18.691003799438477 0.9630012512207031 2.0199999809265137 14.994989395141602 2.3308167457580566 1.15386962890625
9.93761 -8.856559 J003945.03-085123.6 A85 20.437999725341797 0.0989999771118164 69.30000305175781 -0.800000011920929 0.0 1.7793594598770142 0.057360000908374786 -10.976401329040527 9.888602256774902 -18.892000198364258 0.7020034790039062 2.0199999809265137 14.994989395141602 2.839897871017456 1.4058901071548462
10.143299 -8.834917 J004034.39-085005.7 A85 18.860000610351562 0.15299999713897705 65.5999984741211 -4.0 1.0 1.9982655048370361 0.057029999792575836 -12.638287544250488 10.56484317779541 -20.36699867248535 0.9429969787597656 2.0199999809265137 14.994989395141602 2.343529462814331 1.1601630449295044
10.259648 -8.854491 J004102.31-085116.2 A85 19.97100067138672 0.125 25.799999237060547 -4.5 0.0 1.8900305032730103 0.05668000131845474 -14.56492805480957 10.39615249633789 -19.119997024536133 1.0779972076416016 2.0199999809265137 14.994989395141602 2.0407698154449463 1.010282039642334
16.796297 -15.907527 J010711.11-155427.1 A151 20.0049991607666 0.03600001335144043 179.0 -4.599999904632568 0.0 1.2928215265274048 0.053050000220537186 -11.12584400177002 9.927360534667969 -18.772001266479492 0.6500015258789062 1.6699999570846558 14.746088981628418 2.5517032146453857 1.527966022491455
16.78462 -15.87291 J010708.31-155222.5 A151 20.649999618530273 0.43800002336502075 14.0 2.5999999046325684 1.0 1.2531108856201172 0.05291000008583069 -11.561019897460938 9.94063949584961 -19.571002960205078 0.4940013885498047 1.6699999570846558 14.746088981628418 2.475053071975708 1.4820677042007446
17.544619 -15.827454 J011010.71-154938.8 A151 20.68899917602539 0.2160000205039978 76.69999694824219 -1.600000023841858 1.0 1.3638396263122559 0.052069999277591705 -10.8914155960083 9.587912559509277 -18.54899787902832 0.7229976654052734 1.6699999570846558 14.746088981628418 2.10494327545166 1.26044499874115
17.569426 -15.821626 J011016.66-154917.9 A151 20.344999313354492 0.17000001668930054 106.30000305175781 1.600000023841858 1.0 1.3120001554489136 0.05135999992489815 -11.129524230957031 9.765575408935547 -19.48200035095215 0.4550018310546875 1.6699999570846558 14.746088981628418 2.146040201187134 1.285054087638855
17.517315 -15.750692 J011004.16-154502.5 A151 21.32900047302246 0.4259999990463257 113.0999984741211 1.399999976158142 1.0 1.3324699401855469 0.053199999034404755 -11.005880355834961 9.381650924682617 -17.852001190185547 0.4230003356933594 1.6699999570846558 14.746088981628418 1.8014240264892578 1.0786970853805542
17.508902 -15.709573 J011002.14-154234.5 A151 20.378000259399414 0.058000028133392334 173.10000610351562 4.0 1.0 1.1469008922576904 0.05485000088810921 -12.216937065124512 10.515987396240234 -20.678998947143555 0.4139995574951172 1.6699999570846558 14.746088981628418 1.658141851425171 0.9928992986679077
17.479595 -15.630804 J010955.10-153750.9 A151 20.149999618530273 0.08600002527236938 62.20000076293945 2.5 1.0 1.4359811544418335 0.06029000133275986 -11.497380256652832 10.328150749206543 -20.16800308227539 0.5650005340576172 1.6699999570846558 14.746088981628418 1.3597790002822876 0.8142389059066772
17.101786 -15.626824 J010824.46-153736.7 A151 21.534000396728516 0.4139999747276306 34.0 2.5999999046325684 1.0 1.4710338115692139 0.05635000020265579 -9.9292573928833 9.3230619430542 -18.06900405883789 0.6070060729980469 1.6699999570846558 14.746088981628418 0.9719395041465759 0.5819997191429138
17.433783 -15.625568 J010944.11-153732.0 A151 21.31100082397461 0.05900001525878906 54.0 -2.0999999046325684 1.0 1.4710338115692139 0.05548999831080437 -11.41703987121582 9.819466590881348 -17.959001541137695 0.9270000457763672 1.6699999570846558 14.746088981628418 1.217427372932434 0.7289984226226807
17.65381 -15.610895 J011036.91-153639.2 A151 18.253999710083008 0.08399999141693115 163.5 -4.300000190734863 1.0 1.1469008922576904 0.052069999277591705 -11.931896209716797 10.666297912597656 -20.496999740600586 0.8120021820068359 1.6699999570846558 14.746088981628418 1.879883885383606 1.1256790161132812
17.473507 -15.584336 J010953.64-153503.6 A151 18.597999572753906 0.2070000171661377 54.599998474121094 -3.9000000953674316 1.0 1.2661672830581665 0.04992000013589859 -11.426939964294434 10.593975067138672 -20.26400375366211 0.8870029449462891 1.6699999570846558 14.746088981628418 1.227309226989746 0.7349157333374023
17.470633 -15.560063 J010952.95-153336.2 A151 20.864999771118164 0.2369999885559082 51.20000076293945 3.0 0.0 1.5229089260101318 0.05640000104904175 -11.770687103271484 9.804815292358398 -18.076000213623047 0.8670005798339844 1.6699999570846558 14.746088981628418 1.164967656135559 0.69758540391922
17.415058 -15.539876 J010939.61-153223.6 A151 18.545000076293945 0.265999972820282 15.5 -1.399999976158142 1.0 1.3832502365112305 0.05648000165820122 -12.516345977783203 10.32240104675293 -20.150001525878906 0.7320022583007812 1.6699999570846558 14.746088981628418 0.9422163367271423 0.5642014145851135
17.169867 -15.414578 J010840.78-152452.8 A151 19.89900016784668 0.10000002384185791 18.799999237060547 -4.900000095367432 0.0 1.6070606708526611 0.05575999990105629 -12.512752532958984 10.091649055480957 -18.783000946044922 0.8500022888183594 1.6699999570846558 14.746088981628418 0.16413795948028564 0.0982862040400505
17.127045 -15.400223 J010830.54-152400.8 A151 19.073999404907227 0.3960000276565552 31.600000381469727 -0.6000000238418579 0.0 1.3832502365112305 0.05435999855399132 -12.058404922485352 10.532416343688965 -20.144001007080078 0.8879985809326172 1.6699999570846558 14.746088981628418 0.32687708735466003 0.19573478400707245
17.073656 -15.389494 J010817.70-152322.3 A151 20.743999481201172 0.02899998426437378 79.0 2.5999999046325684 0.0 1.585839033126831 0.054340001195669174 -12.041460037231445 9.81461238861084 -19.046003341674805 0.69000244140625 1.6699999570846558 14.746088981628418 0.5352875590324402 0.3205314576625824
17.41384 -15.364487 J010939.32-152152.1 A151 18.150999069213867 0.13499999046325684 71.0 1.100000023841858 1.0 1.3210039138793945 0.052379999309778214 -12.790935516357422 11.31614875793457 -21.777999877929688 0.8489980697631836 1.6699999570846558 14.746088981628418 0.7935364842414856 0.4751715660095215
17.557707 -15.391756 J011013.85-152330.3 A151 20.0 0.4179999828338623 15.600000381469727 -2.4000000953674316 0.0 1.4710338115692139 0.05595000088214874 -10.709750175476074 9.512101173400879 -18.106000900268555 0.707000732421875 1.6699999570846558 14.746088981628418 1.3289077281951904 0.7957531213760376
17.204071 -15.327997 J010848.99-151941.1 A151 19.607999801635742 0.28600001335144043 28.700000762939453 -4.599999904632568 1.0 1.6070606708526611 0.053690001368522644 -11.26467514038086 9.906253814697266 -18.732999801635742 0.8219966888427734 1.6699999570846558 14.746088981628418 0.3159978687763214 0.18922029435634613
17.167974 -15.305675 J010840.31-151820.9 A151 18.35099983215332 0.13999998569488525 151.6999969482422 -4.699999809265137 0.0 3.113231897354126 0.05351179093122482 -11.455322265625 10.37880802154541 -20.000001907348633 0.8250045776367188 1.6699999570846558 14.746088981628418 0.4369368851184845 0.2616388499736786
17.167974 -15.305675 J010840.31-151820.9 A151 18.35099983215332 0.13999998569488525 151.6999969482422 -4.699999809265137 0.0 3.113231897354126 0.05351179093122482 -11.455322265625 10.37880802154541 -20.000001907348633 0.8250045776367188 1.6699999570846558 14.746088981628418 0.4369368851184845 0.2616388499736786
17.167974 -15.305675 J010840.31-151820.9 A151 18.35099983215332 0.13999998569488525 151.6999969482422 -4.699999809265137 0.0 3.113231897354126 0.05351179093122482 -11.455322265625 10.37880802154541 -20.000001907348633 0.8250045776367188 1.6699999570846558 14.746088981628418 0.4369368851184845 0.2616388499736786
16.792418 -15.303956 J010710.18-151814.2 A151 20.292999267578125 0.10900002717971802 125.5999984741211 -1.5 1.0 1.314874291419983 0.05319000035524368 -14.025920867919922 10.532748222351074 -19.567001342773438 0.8160018920898438 1.6699999570846558 14.746088981628418 1.662105679512024 0.9952728748321533
16.983889 -15.3077 J010756.13-151827.7 A151 19.36199951171875 0.37199997901916504 28.299999237060547 -3.799999952316284 1.0 1.4710338115692139 0.05076000094413757 -11.649823188781738 10.113157272338867 -18.80299949645996 0.9270000457763672 1.6699999570846558 14.746088981628418 0.9606249928474426 0.5752245187759399
17.491226 -15.288491 J010957.89-151718.6 A151 20.40999984741211 0.37599998712539673 157.1999969482422 2.799999952316284 1.0 1.2661672830581665 0.05607999861240387 -11.436182975769043 10.15042495727539 -19.97800064086914 0.41300392150878906 1.6699999570846558 14.746088981628418 1.1717591285705566 0.7016521692276001
17.415964 -15.2704935 J010939.83-151613.8 A151 21.12700080871582 0.4049999713897705 107.4000015258789 -3.9000000953674316 1.0 1.4710338115692139 0.05584000051021576 -14.367386817932129 9.591438293457031 -18.13800048828125 0.822998046875 1.6699999570846558 14.746088981628418 0.9536604285240173 0.5710541605949402
17.75165 -15.254736 J011100.40-151517.0 A151 19.750999450683594 0.3610000014305115 116.0999984741211 0.10000000149011612 1.0 1.1443939208984375 0.05350999906659126 -13.213583946228027 10.7610502243042 -20.284997940063477 0.9939956665039062 1.6699999570846558 14.746088981628418 2.1595613956451416 1.293150544166565
16.725336 -15.252607 J010654.08-151509.4 A151 21.426000595092773 0.31300002336502075 55.599998474121094 4.0 1.0 1.3638396263122559 0.055070001631975174 -13.05120849609375 9.692779541015625 -19.01700210571289 0.6160011291503906 1.6699999570846558 14.746088981628418 1.9670360088348389 1.1778658628463745
16.928719 -15.217563 J010742.89-151303.2 A151 21.0 0.14399999380111694 126.0999984741211 -2.200000047683716 0.0 1.4710338115692139 0.05685000121593475 -10.68792724609375 9.621546745300293 -18.3799991607666 0.7809963226318359 1.6699999570846558 14.746088981628418 1.3235691785812378 0.7925564050674438
17.612295 -15.204831 J011026.95-151217.4 A151 19.79400062561035 0.046999990940093994 6.599999904632568 -3.700000047683716 1.0 1.314874291419983 0.05609000101685524 -13.085403442382812 10.366703033447266 -19.564001083374023 0.9539985656738281 1.6699999570846558 14.746088981628418 1.7357367277145386 1.0393632650375366
17.409687 -15.018017 J010938.32-150104.8 A151 19.6299991607666 0.07999998331069946 0.30000001192092896 1.899999976158142 0.0 1.1469008922576904 0.05803000181913376 -11.324503898620605 10.869117736816406 -20.828001022338867 0.5540008544921875 1.6699999570846558 14.746088981628418 1.7252519130706787 1.0330849885940552
17.395046 -15.028063 J010934.81-150141.0 A151 21.214000701904297 0.14099997282028198 81.0999984741211 1.7999999523162842 1.0 1.3324699401855469 0.050360001623630524 -10.621663093566895 9.015007019042969 -18.29800033569336 0.3970012664794922 1.6699999570846558 14.746088981628418 1.6649012565612793 0.9969468116760254
16.952559 -14.948964 J010748.61-145656.3 A151 21.260000228881836 0.2760000228881836 13.899999618530273 -4.199999809265137 0.0 1.411934733390808 0.05603000149130821 -11.463919639587402 9.02609634399414 -17.424999237060547 0.6429977416992188 1.6699999570846558 14.746088981628418 2.0783743858337402 1.2445355653762817
17.127628 -14.951249 J010830.63-145704.5 A151 18.097000122070312 0.18199998140335083 5.900000095367432 -0.699999988079071 1.0 1.0952903032302856 0.051649998873472214 -12.23923110961914 11.22126579284668 -21.413999557495117 0.9150009155273438 1.6699999570846558 14.746088981628418 1.8433878421783447 1.1038249731063843
17.289148 -14.922084 J010909.39-145519.5 A151 21.077999114990234 0.08499997854232788 54.79999923706055 1.2000000476837158 1.0 1.3638396263122559 0.05186000093817711 -11.55677604675293 9.734367370605469 -18.895999908447266 0.7219982147216797 1.6699999570846558 14.746088981628418 1.9535597562789917 1.1697962284088135
19.264908 0.0076355557 J011703.58+000027.5 A168 18.1560001373291 0.2149999737739563 81.4000015258789 -1.2999999523162842 1.0 1.6666666269302368 0.045899998396635056 -11.755444526672363 11.008118629455566 -21.32699966430664 0.9749984741210938 0.9700000286102295 14.034928321838379 1.9932444095611572 2.0548911094665527
19.084812 0.004393611 J011620.35+000015.8 A168 20.55500030517578 0.1290000081062317 70.19999694824219 -2.0999999046325684 1.0 1.3071895837783813 0.044210001826286316 -11.713186264038086 9.76317310333252 -18.80900001525879 0.8259983062744141 0.9700000286102295 14.034928321838379 1.5509644746780396 1.5989325046539307
19.21139 0.057899166 J011650.73+000328.4 A168 20.94700050354004 0.31800001859664917 97.4000015258789 4.199999809265137 1.0 1.3333333730697632 0.047129999846220016 -11.202032089233398 9.804491996765137 -19.404998779296875 0.6559982299804688 0.9700000286102295 14.034928321838379 1.7475708723068237 1.801619529724121
18.856148 0.07168084 J011525.46+000417.8 A168 19.357999801635742 0.265999972820282 64.80000305175781 -1.7000000476837158 1.0 1.107419729232788 0.04301000013947487 -12.02177906036377 9.900700569152832 -18.9739990234375 0.8489990234375 0.9700000286102295 14.034928321838379 0.9808422327041626 1.0111775398254395
18.408272 0.08010167 J011337.98+000448.4 A168 21.389999389648438 0.35500001907348633 115.5999984741211 4.199999809265137 1.0 1.2987620830535889 0.046069998294115067 -11.611647605895996 9.888053894042969 -18.612001419067383 0.7450027465820312 0.9700000286102295 14.034928321838379 1.5784380435943604 1.6272556781768799
18.68144 0.08967861 J011443.55+000522.8 A168 20.235000610351562 0.30400002002716064 85.19999694824219 3.0 1.0 1.1402509212493896 0.04475000128149986 -11.83881950378418 10.467942237854004 -19.908002853393555 0.8110008239746094 0.9700000286102295 14.034928321838379 0.9611908793449402 0.9909184575080872
19.017136 0.10091 J011604.11+000603.0 A168 20.479999542236328 0.24199998378753662 66.0 1.5 1.0 1.2610341310501099 0.04554999992251396 -11.4450044631958 9.821277618408203 -19.266000747680664 0.8170013427734375 0.9700000286102295 14.034928321838379 1.155218482017517 1.1909469366073608
18.846008 0.11468 J011523.03+000652.7 A168 20.871000289916992 0.07300001382827759 170.10000610351562 -3.700000047683716 1.0 1.3091285228729248 0.04600999876856804 -11.49738597869873 9.388522148132324 -17.823997497558594 0.8289985656738281 0.9700000286102295 14.034928321838379 0.8324180245399475 0.8581629395484924
18.811625 0.123820275 J011514.78+000725.5 A168 21.233999252319336 0.23500001430511475 179.39999389648438 -0.800000011920929 1.0 1.3091285228729248 0.04608999937772751 -11.282564163208008 9.655983924865723 -17.847999572753906 0.9260005950927734 0.9700000286102295 14.034928321838379 0.7817789316177368 0.8059576153755188
18.907124 0.13885888 J011537.73+000820.0 A168 21.325000762939453 0.015999972820281982 138.89999389648438 5.199999809265137 1.0 1.1402509212493896 0.046549998223781586 -11.771095275878906 10.092639923095703 -19.30299949645996 0.6089992523193359 0.9700000286102295 14.034928321838379 0.8321437835693359 0.8578802347183228
18.541996 0.20170167 J011410.08+001206.3 A168 18.985000610351562 0.30900001525878906 158.1999969482422 -0.20000000298023224 1.0 1.1402509212493896 0.04400999844074249 -12.413111686706543 10.610761642456055 -20.501998901367188 0.9490013122558594 0.9700000286102295 14.034928321838379 0.9742200970649719 1.0043506622314453
18.702984 0.23001805 J011448.71+001347.9 A168 18.624000549316406 0.21399998664855957 106.5999984741211 -3.0 1.0 1.1086474657058716 0.046539999544620514 -12.504510879516602 10.848794937133789 -20.856000900268555 0.9680023193359375 0.9700000286102295 14.034928321838379 0.5057815313339233 0.5214242935180664
18.637075 0.23379584 J011432.92+001401.6 A168 19.10300064086914 0.11500000953674316 8.100000381469727 -4.599999904632568 0.0 1.1778563261032104 0.04529000073671341 -11.275411605834961 10.389330863952637 -19.845998764038086 0.9829978942871094 0.9700000286102295 14.034928321838379 0.6489292979240417 0.6689992547035217
